inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude
63268,danny's pizza,danny's pizza,75285,restaurant,risk 1 (high),3257 w 26th st ,chicago,il,60623,2010-02-18,canvass,pass,41.84437604,-87.70731997
63269,daniel j corkery school,daniel j corkery school,22851,school,risk 1 (high),2510 s kildare (4300w) ,chicago,il,60623,2010-02-19,canvass,pass,41.84559878,-87.73122946
63270,chickies,chickies,1848186,restaurant,risk 2 (medium),2839 s pulaski rd ,chicago,il,60623,2010-02-19,complaint re-inspection,pass,41.83938905,-87.72427111
63271,cermak produce,cermak produce,1770942,grocery store,risk 1 (high),3311 w 26th st ,chicago,il,60623,2010-02-19,complaint,pass,41.84436673,-87.70789805
63272,anton dvorak elementary,anton dvorak elementary,26051,school,risk 1 (high),3615 w 16th st  (1600s) ,chicago,il,60623,2010-02-22,canvass,pass,41.85885599,-87.71574626
63273,el chisme rest inc,el chisme rest inc,14811,restaurant,risk 1 (high),3322 w 26th st ,chicago,il,60623,2010-02-22,canvass,pass,41.84457881,-87.70853991
63274,dennis pizza guzman,dennis pizza guzman,1166484,restaurant,risk 1 (high),4030 w 26th st ,chicago,il,60623,2010-02-23,canvass,pass,41.84434308,-87.72591101
63275,blanco & negro restaurant,blanco & negro restaurant,1954915,restaurant,risk 1 (high),4043 w 26th st ,chicago,il,60623,2010-02-23,canvass,pass,41.84412068,-87.72621334
63276,david g farragut academy  h/s,farragut,53091,school,risk 1 (high),2345 s christiana ,chicago,il,60623,2010-02-24,complaint re-inspection,pass,41.8485793,-87.70866954
63277,sun food mart,sun food mart,2009479,grocery store,risk 3 (low),3601 w cermak rd ,empty,il,empty,2010-02-24,short form complaint,pass,41.85155346,-87.71505929
63278,rest y taqueria la justicia,rest y taqueria la justicia,40902,restaurant,risk 1 (high),3901 w 26th st ,chicago,il,60623,2010-02-24,canvass,pass,41.84417342,-87.72216918
63279,"neveria auros, inc.","neveria auros, inc.",1515263,restaurant,risk 1 (high),3633 w 26th st ,chicago,il,60623,2010-02-24,canvass,pass,41.84425865,-87.71594584
63280,lazaro cardenas elementary,lazaro cardenas elementary,24051,school,risk 1 (high),2345 s millard ,chicago,il,60623,2010-02-25,canvass,fail,41.8485071,-87.71598119
63281,home run inn,home run inn,41530,restaurant,risk 1 (high),4254 w 31st st ,chicago,il,60623,2010-02-25,canvass,pass,41.83691323,-87.7314113
63282,st agnes of bohemia school,st agnes of bohemia school,1878446,school,risk 1 (high),2643 s central park ave ,chicago,il,60623,2010-02-26,canvass,pass,41.84310007,-87.71460345
63283,las isabelas,las isabelas,35950,grocery store,risk 3 (low),2700 s central park ave ,chicago,il,60623,2010-02-26,canvass,pass,41.8424589,-87.71488723
63284,asimexfoods,asixmefoods,2021362,wholesale,risk 3 (low),234o s springfield ave ,chicago,il,60623,2010-02-26,license,fail,41.87715978,-87.72325441
63285,walgreens #215,walgreens #215,2004321,grocery store,risk 3 (low),3045 w 26th st ,chicago,il,60623,2010-03-02,license,pass,41.84446925,-87.70193021
63286,walgreens #215,walgreens #215,18435,grocery store,risk 3 (low),3045 w 26th st ,chicago,il,60623,2010-03-02,canvass,pass,41.84446925,-87.70193021
63287,sosa wireless inc.,sosa wireless,2016653,grocery store,risk 2 (medium),1358 s tripp   ave ,chicago,il,60623,2010-03-02,license,fail,41.86252188,-87.73132287
63288,markos tacos & cafe,markos tacos & cafe,2017438,restaurant,risk 1 (high),3009 w cermak rd ,chicago,il,60623,2010-03-02,license re-inspection,pass,41.85172138,-87.70078598
63289,epiphany elementary school,epiphany school,1878452,school,risk 1 (high),4223 w 25th st ,chicago,il,60623,2010-03-04,canvass,pass,41.84588739,-87.73049371
63290,armando's finder foods inc,armando's finder foods inc,7741,grocery store,risk 1 (high),2633 s kedzie ave ,chicago,il,60623,2010-03-04,out of business,pass,41.84352502,-87.70486482
63291,"armando's y santa barbara, inc",armando's santa barbara,2013791,grocery store,risk 1 (high),2627 s kedzie ave ,chicago,il,60623,2010-03-04,license re-inspection,pass,41.84369455,-87.70487055
63292,fine fair food & liquor,fine fair food & liquor,10306,grocery store,risk 2 (medium),3357-3359 w 16th st ,chicago,il,60623,2010-03-08,complaint,fail,41.85892069,-87.71017389
63293,nathaniel pope elementary,nathaniel pope elementary,25001,school,risk 1 (high),1852 s albany (3100w) ,chicago,il,60623,2010-03-09,canvass,pass,41.85570712,-87.70299144
63294,natys pizza 26,natys pizza 26,1974864,restaurant,risk 1 (high),3849 w 26th st ,chicago,il,60623,2010-03-09,canvass,pass,41.84418037,-87.72159139
63295,sosa wireless inc.,sosa wireless,2016653,grocery store,risk 2 (medium),1358 s tripp   ave ,chicago,il,60623,2010-03-12,license re-inspection,pass,41.86252188,-87.73132287
63296,birrieria y taqueria el chivito,birrieria y taqueria el chivito,2022084,restaurant,risk 1 (high),2459 s homan ave ,chicago,il,60623,2010-03-12,license,pass,41.8463554,-87.70981612
63297,taqueria y cenaduria el caminero,taqueria y cenaduria el caminero,1953927,empty,risk 1 (high),2459 s homan ave ,chicago,il,60623,2010-03-12,canvass,pass,41.8463554,-87.70981612
63298,los dos laredos restaurant,los dos laredos restaurant,6996,restaurant,risk 1 (high),3120 w 26th st ,chicago,il,60623,2010-03-12,canvass,pass,41.84464481,-87.70349686
63299,xtra health,xtra health,2022230,grocery store,risk 2 (medium),3051 w cermak rd ,chicago,il,60623,2010-03-17,license,pass,41.85169486,-87.70237885
63300,church's chicken # 1068,church's chicken # 1068,1273278,restaurant,risk 2 (medium),2806 w cermak rd ,chicago,il,60623,2010-03-18,complaint,pass,41.85200737,-87.69586997
63301,birrieria la tapatia de ocotlan,birrieria la tapatia de ocotlan,1675193,restaurant,risk 1 (high),2861 w cermak rd ,chicago,il,60623,2010-03-18,canvass,pass,41.85175767,-87.69802349
63302,joseph  gary school,joseph gary school,23311,school,risk 1 (high),3740 w 31st st   (3100s) ,chicago,il,60623,2010-03-19,canvass,pass,41.83709246,-87.71870452
63303,joseph  gary school/modular/annex,joseph gary school/modular/annex,23312,school,risk 1 (high),3737 w 31st st (3000s) ,chicago,il,60623,2010-03-19,canvass,pass,41.83687735,-87.71847377
63304,yolanda's restaurant inc,yolanda's restaurant,32834,restaurant,risk 1 (high),3058 s central park ave ,chicago,il,60623,2010-03-19,canvass,pass,41.83714669,-87.71474144
63305,north lawndale school college prep,north lawndale college  prep,1878486,school,risk 1 (high),1615 s christiana ,chicago,il,60623,2010-03-22,canvass,pass w/ conditions,41.85853654,-87.70894972
63306,catalyst elementary school,catalyst elementary ( howland elementary),1878488,school,risk 1 (high),1616 s spaulding st ,chicago,il,60623,2010-03-22,canvass,pass,41.85850181,-87.70802532
63307,extreme cream ice cream,extreme cream ice cream,1981050,restaurant,risk 2 (medium),3808 w 26th st ,chicago,il,60623,2010-03-22,canvass,pass w/ conditions,41.84442156,-87.72010367
63308,gerald delgado kanoon elementary,gerald delgado kanoon elementary,29071,school,risk 1 (high),2233 s kedzie (3200w) ,chicago,il,60623,2010-04-05,canvass,pass,41.85077575,-87.70507547
63309,eli whitney elementary school,eli whitney elementary school,25841,school,risk 1 (high),2815 s komensky  (4032w) ,chicago,il,60623,2010-04-06,canvass,pass,41.84006197,-87.7255084
63310,subway sandwich & salads,subway,1352613,restaurant,risk 1 (high),2811 s kedzie ave ,chicago,il,60623,2010-04-06,canvass,pass,41.84053695,-87.70477333
63311,taqueria el arco,el pollo cris cris,1495623,restaurant,risk 1 (high),3105 w 26th st ,chicago,il,60623,2010-04-07,canvass,pass w/ conditions,41.84443293,-87.70281289
63312,little village elementary,little village academy,22521,school,risk 1 (high),2620 s lawndale ,chicago,il,60623,2010-04-08,canvass,pass,41.84368588,-87.71735516
63313,matthew a. henson elementary school/cpc,henson/olive elementary school,25971,school,risk 1 (high),1326 s avers  (3832w) ,chicago,il,60623,2010-04-12,canvass,pass,41.86356038,-87.72158636
63314,la cenaduria de elda,la cenaduria de elda,1998587,restaurant,risk 1 (high),3551 w 26th st bldg ,chicago,il,60623,2010-04-12,canvass,pass,41.84428142,-87.71438586
63315,sol crown community academy,sol crown community academy,2042634,school,risk 1 (high),2128 s st louis st ,chicago,il,60623,2010-04-14,canvass,fail,41.85266155,-87.7125068
63316,john spry community school,john spry community school,25451,school,risk 1 (high),2400 s marshall ,chicago,il,60623,2010-04-15,canvass,pass,41.84815451,-87.69912725
63317,cyrus h mccormick elementary school & mobile unit,cyrus h mccormick elementary school & mobile unit,24431,school,risk 1 (high),2712 s sawyer (3232w) ,chicago,il,60623,2010-04-19,canvass,pass,41.84224508,-87.706336
63318,cyrus h mccormick elementary school modular,cyrus h mccormick elementary school modular,1878445,school,risk 1 (high),2738 s sawyer st ,chicago,il,60623,2010-04-19,canvass,pass,41.84151128,-87.70631316
63319,sol crown community academy,sol crown community academy,2042634,school,risk 1 (high),2128 s st louis st ,chicago,il,60623,2010-04-21,canvass re-inspection,pass,41.85266155,-87.7125068
63320,sparrer sausage co,sparrer sausage co,4040,empty,risk 3 (low),4325 w ogden ave ,chicago,il,60623,2010-04-22,canvass,fail,41.84835577,-87.73212847
63321,sparrer sausage co,sparrer sausage co,2027838,wholesale,risk 1 (high),4325 w ogden ave ,chicago,il,60623,2010-04-22,license,pass,41.84835577,-87.73212847
63322,theodore herzl elementary school,theodore herzl elementary school/frazier  charter,23771,school,risk 1 (high),3711 w douglas blvd ,chicago,il,60623,2010-04-23,canvass,fail,41.86225473,-87.71825927
63323,theodore herzl elementary school/cpc,theodore herzl elementary school/cpc,23772,school,risk 1 (high),1401 s hamlin ave ,chicago,il,60623,2010-04-23,canvass,pass,41.86205108,-87.7200236
63324,lawndale community academy,lawndale community academy annex,31161,school,risk 1 (high),3444 w douglas blvd ,chicago,il,60623,2010-04-26,canvass,fail,41.86299557,-87.71223193
63325,ortiz  de dominguez elementary school,josefa ortiz de dominguez elementary school,23411,school,risk 1 (high),3000 s lawndale ave ,chicago,il,60623,2010-04-28,canvass,pass,41.83875333,-87.71722614
63326,good shepherd/zapata academy branch,good shepherd /zapata branch,23612,school,risk 2 (medium),2725 s kolin ave ,chicago,il,60623,2010-04-28,canvass,pass,41.84152228,-87.73284474
63327,kipp ascend primary school,kipp ascend primary school,26041,school,risk 2 (medium),1440 s christiana st ,chicago,il,60623,2010-04-29,canvass,pass,41.86119482,-87.7093241
63328,lawndale community academy,lawndale community academy annex,31161,school,risk 1 (high),3444 w douglas blvd ,chicago,il,60623,2010-05-03,canvass re-inspection,pass,41.86299557,-87.71223193
63329,theodore herzl elementary school,theodore herzl elementary school/frazier  charter,23771,school,risk 1 (high),3711 w douglas blvd ,chicago,il,60623,2010-05-03,canvass re-inspection,pass,41.86225473,-87.71825927
63330,francisco i. madero middle school,francisco i. madero middle school,41041,school,risk 1 (high),3202 w 28th st ,chicago,il,60623,2010-05-05,canvass,pass,41.84098398,-87.70508585
63331,community christian alternative academy,c c a academy,70234,school,risk 1 (high),1231 s pulaski  rd ,chicago,il,60623,2010-05-06,canvass,pass,41.86520124,-87.72499307
63332,academy bakery,academy bakery,1544567,empty,risk 2 (medium),1239 s pulaski rd ,chicago,il,60623,2010-05-06,canvass,fail,41.86496597,-87.72498573
63333,c s w career academy culinary arts high school,cswca academy,2042652,school,risk 2 (medium),1239 s pulaski rd ,chicago,il,60623,2010-05-06,canvass,pass,41.86496597,-87.72498573
63334,blanca e gutierrez,paleteria pancho,1355970,restaurant,risk 1 (high),2513 s pulaski rd ,chicago,il,60623,2010-05-06,canvass,pass,41.84568784,-87.72445601
63335,chicago westside christian school,chicago westside christian school,2042653,school,risk 1 (high),1240 s pulaski rd ,chicago,il,60623,2010-05-07,canvass,pass,41.8649426,-87.72527877
63336,el gran burrito express,el gran burrito express,1979829,restaurant,risk 1 (high),1207 s pulaski rd ,chicago,il,60623,2010-05-07,canvass,pass w/ conditions,41.86590627,-87.72500867
63337,st. gregory episcopal school,empty,2042654,school,risk 1 (high),2130 s central park ave ,chicago,il,60623,2010-05-10,canvass,fail,41.85250437,-87.71517024
63338,rodriguez fruits & vegetable,rodriguez fruits & vegetable,18231,grocery store,risk 1 (high),2458 s st louis ave ,chicago,il,60623,2010-05-10,canvass,pass w/ conditions,41.84632986,-87.7125514
63339,pizza tango inc,pizza tango inc,1879666,restaurant,risk 1 (high),2859 w cermak rd ,chicago,il,60623,2010-05-11,canvass,pass,41.85175898,-87.69794352
63340,our lady of tepeyac high school,our lady of tepeyac high school,2042635,school,risk 3 (low),2228 s whipple st ,chicago,il,60623,2010-05-12,canvass,pass,41.85093475,-87.70169706
63341,our lady of tepeyac headstart,our lady of tepeyac headstart,42579,daycare (2 - 6 years),risk 1 (high),2414 s albany ave ,chicago,il,60623,2010-05-12,canvass,pass,41.84768526,-87.70282759
63342,apollo's 2000,apollo's 2000,12125,restaurant,risk 1 (high),2875 w cermak rd ,chicago,il,60623,2010-05-12,canvass,pass,41.85174848,-87.6985833
63343,little village high school,little village high school,49121,school,risk 1 (high),3120-3126 s kostner ,chicago,il,60623,2010-05-13,canvass,pass,41.83601953,-87.73419465
63344,supermercado alex,supermercado alex,1772307,grocery store,risk 1 (high),4134 w 31st st ,chicago,il,60623,2010-05-13,canvass,pass,41.83694724,-87.72814236
63345,pancho's,pancho's,57268,restaurant,risk 1 (high),4055 w 31st st ,chicago,il,60623,2010-05-13,canvass,pass,41.83674601,-87.7265528
63346,cocula restaurant,cocula restaurant,8741,restaurant,risk 1 (high),2801 w cermak rd ,chicago,il,60623,2010-05-14,canvass,pass w/ conditions,41.85179054,-87.69562562
63347,las quince letras,las quince letras,760,restaurant,risk 1 (high),2880 w cermak rd ,chicago,il,60623,2010-05-14,canvass re-inspection,pass,41.85196403,-87.69882966
63348,st. gregory episcopal school,empty,2042654,school,risk 1 (high),2130 s central park ave ,chicago,il,60623,2010-05-17,canvass re-inspection,pass,41.85250437,-87.71517024
63349,16th st food mart,16th st food mart,1845450,grocery store,risk 2 (medium),3614 w 16th st ,chicago,il,60623,2010-05-17,complaint,pass,41.85907438,-87.71590916
63350,"central park food mart, inc","central park food mart, inc",1645883,empty,risk 3 (low),3614 w 16th st ,chicago,il,60623,2010-05-17,canvass,fail,41.85907438,-87.71590916
63351,china  snack     (i.d required),china snack,1545541,restaurant,risk 1 (high),3025 w cermak rd ,chicago,il,60623,2010-05-17,canvass,pass,41.85170859,-87.70151949
63352,china snack,china snack,28031,empty,risk 1 (high),3025 w cermak rd ,chicago,il,60623,2010-05-17,canvass,fail,41.85170859,-87.70151949
63353,la azteca paleteria,la azteca paleteria,1716434,restaurant,risk 1 (high),3018 w cermak rd ,chicago,il,60623,2010-05-17,canvass,pass,41.85193447,-87.70113232
63354,jalisco restaurant,jalisco restaurant,2031658,restaurant,risk 1 (high),4224 w 31st st ,chicago,il,60623,2010-05-18,license re-inspection,pass,41.8369238,-87.7303689
63355,jalisco restaurant,jalisco restaurant,1620353,restaurant,risk 1 (high),4224 w 31st st ,chicago,il,60623,2010-05-18,canvass,fail,41.8369238,-87.7303689
63356,jalisco restaurant,jalisco restaurant,82979,restaurant,risk 1 (high),4224 w 31st st ,chicago,il,60623,2010-05-18,canvass,fail,41.8369238,-87.7303689
63357,la roqueta restaurant,la roqueta restaurant,1823527,restaurant,risk 1 (high),4023-4025 w 31st st ,chicago,il,60623,2010-05-18,canvass,pass,41.83676105,-87.72527035
63358,carole robertson center for learning,carole robertson center for learning,24630,daycare (under 2 years),risk 1 (high),2929 w 19th st ,chicago,il,60623,2010-05-19,canvass,pass,41.85537899,-87.70040522
63359,carole robertson center for learning,carole robertson center for learning,1122989,daycare (under 2 years),risk 1 (high),2929 w 19th st ,chicago,il,60623,2010-05-19,canvass,pass,41.85537899,-87.70040522
63360,rodriguez fruits & vegetable,rodriguez fruits & vegetable,18231,grocery store,risk 1 (high),2458 s st louis ave ,chicago,il,60623,2010-05-19,tag removal,pass,41.84632986,-87.7125514
63361,sacramento food mart,sacramento food mart,5940,grocery store,risk 1 (high),2458 s sacramento ave ,chicago,il,60623,2010-05-19,canvass,pass,41.84648339,-87.70034533
63362,carlos h. cantu children and family center,carlos h. cantu children and family center,1842600,children's services facility,risk 1 (high),2434 s kildare ave ,chicago,il,60623,2010-05-20,canvass,pass,41.8468538,-87.73126779
63363,celis pizzeria  inc,celis pizzeria  inc,1476033,restaurant,risk 1 (high),2605 s kostner ave ,chicago,il,60623,2010-05-20,canvass,pass,41.84390995,-87.73412958
63364,the green house stakes,the green house steak,27859,restaurant,risk 1 (high),2700 s millard ave ,chicago,il,60623,2010-05-20,canvass,pass w/ conditions,41.84244181,-87.71610534
63365,mado healthcare-douglas park,mado healthcare-douglas park,5211,long term care,risk 1 (high),1550 s albany ave ,chicago,il,60623,2010-05-21,canvass,pass,41.85987046,-87.70311589
63366,el concordia,el concordia,6975,restaurant,risk 1 (high),3801 w 26th st ,chicago,il,60623,2010-05-21,canvass,fail,41.84420701,-87.71973394
63367,las islas marias,las islas marias,1943409,restaurant,risk 1 (high),2400 s pulaski rd ,chicago,il,60623,2010-05-26,canvass,pass,41.84785765,-87.72479531
63368,las islas marias,las islas marias,2009081,restaurant,risk 1 (high),2400 s pulaski rd ,chicago,il,60623,2010-05-26,license,fail,41.84785765,-87.72479531
63369,village of hope learning center,village of hope learning center,2014092,daycare combo 1586,risk 1 (high),1400 s kolin ave ,chicago,il,60623,2010-06-01,license re-inspection,pass,41.86230534,-87.7337691
63370,el concordia,el concordia,6975,restaurant,risk 1 (high),3801 w 26th st ,chicago,il,60623,2010-06-01,canvass re-inspection,pass,41.84420701,-87.71973394
63371,las tres campanitas #2,las tres campanitas #2,2033134,restaurant,risk 2 (medium),3510 w 26th st ,chicago,il,60623,2010-06-01,license,fail,41.84451594,-87.71286845
63372,el mezquite grill,el mezquite grill,2032557,restaurant,risk 1 (high),3121 w cermak rd ,chicago,il,60623,2010-06-02,license re-inspection,pass,41.85167409,-87.70378753
63373,paleteria azteca #2,paleteria azteca #2,1816604,restaurant,risk 2 (medium),3119 w cermak rd ,chicago,il,60623,2010-06-02,canvass,pass,41.85167565,-87.70369582
63374,burger king #17392,burger king,2003825,restaurant,risk 2 (medium),2345 s pulaski rd ,chicago,il,60623,2010-06-02,canvass,pass,41.84855902,-87.72453224
63375,"tasty beef, inc.","tasty beef, inc.",1618318,restaurant,risk 2 (medium),3701 w 16th st ,chicago,il,60623,2010-06-03,complaint,pass,41.85883568,-87.71772086
63376,midwest grocery,midwest grocery,1916187,grocery store,risk 2 (medium),4310 w 16th st ,chicago,il,60623,2010-06-03,short form complaint,pass,41.85886839,-87.73277498
63377,el barzon restaurant inc,el barzon,1353421,restaurant,risk 1 (high),3002 s pulaski rd ,chicago,il,60623,2010-06-03,canvass,pass,41.83857172,-87.72454335
63378,geo's hot dog,george's hot dog,6101,restaurant,risk 2 (medium),2612 s kedzie ave ,chicago,il,60623,2010-06-03,canvass,pass,41.84408464,-87.70517689
63379,a-zmall world child development center,a-zmall world child development center,1909165,daycare (2 - 6 years),risk 1 (high),2629 s lawndale ave ,chicago,il,60623,2010-06-04,canvass,pass,41.84346389,-87.717055
63380,marco's grocery,marco's grocery,1442278,grocery store,risk 1 (high),3001 s avers ave ,chicago,il,60623,2010-06-04,canvass,pass,41.83869584,-87.72058887
63381,marcy - newberry/ marcy,marcy - newberry/ marcy center,15712,daycare (2 - 6 years),risk 1 (high),1539 s springfield ave ,chicago,il,60623,2010-06-07,canvass,fail,41.85955201,-87.72239509
63382,los candiles,los candiles,46041,restaurant,risk 1 (high),2624 s central park ave ,chicago,il,60623,2010-06-07,canvass,pass,41.84360781,-87.71491199
63383,burger king #207,burger king #207,1473478,restaurant,risk 2 (medium),2700 s kedzie ave ,chicago,il,60623,2010-06-07,canvass,pass,41.84260253,-87.70512781
65206,"a & g fresh market, inc",a & g fresh market,1515999,grocery store,risk 1 (high),5630 w belmont ave ,chicago,il,60634,2010-02-19,complaint-fire,pass,41.93866932,-87.76777554
67732,wolcott's,troquet,1992039,restaurant,risk 1 (high),1834 w montrose ave ,chicago,il,60613,2010-01-04,license re-inspection,pass,41.96160567,-87.67596677
67733,wolcott's,troquet,1992040,restaurant,risk 1 (high),1834 w montrose ave ,chicago,il,60613,2010-01-04,license re-inspection,pass,41.96160567,-87.67596677
67736,"monticello food mart, inc","monticello food mart, inc",2013259,grocery store,risk 2 (medium),1000 n monticello ave ,chicago,il,60651,2010-01-05,license,fail,41.89918623,-87.71780427
67738,michael's on main cafe,michael's on main cafe,2008948,restaurant,risk 1 (high),8750 w bryn wawr ave ,chicago,il,60631,2010-01-04,license,fail,empty,empty
67739,el taconazo restaurant,el taconazo restaurant,1964480,restaurant,risk 1 (high),5849 s kedzie ave ,chicago,il,60629,2010-01-05,short form complaint,pass,41.78662296,-87.7032112
67741,citgo,citgo,2013296,grocery store,risk 3 (low),11500 s halsted st ,chicago,il,60628,2010-01-05,license,fail,41.68502626,-87.64229737
67743,el milagro,el milagro,43519,restaurant,risk 1 (high),3050-3052 w 26th st ,chicago,il,60623,2010-01-05,canvass,pass,41.84468662,-87.70218762
67744,golden crown restaurant,golden crown restaurant,2013539,restaurant,risk 1 (high),2341 n narragansett ave ,chicago,il,60639,2010-01-05,license,fail,41.92309768,-87.78527866
67746,"noah food group, inc","noah food group, inc",1980401,grocery store,risk 3 (low),4959 w augusta blvd ,chicago,il,60651,2010-01-05,complaint,pass w/ conditions,41.89852362,-87.75066659
67747,el milagro,el milagro,43513,grocery store,risk 2 (medium),3048 w 26th st ,chicago,il,60623,2010-01-05,complaint,pass,41.84468733,-87.70210294
67748,little learning academy,little learning academy,1974787,daycare (2 - 6 years),risk 1 (high),7039 s wentworth st ,chicago,il,60621,2010-01-05,license,fail,41.76609247,-87.62964152
67749,cochiaros pizza #2,cochiaros pizza #2,1044752,restaurant,risk 1 (high),4741 w fullerton ave ,chicago,il,60639,2010-01-05,complaint,pass,41.92414063,-87.74552934
67753,wabash pantry,wabash pantry,2008633,grocery store,risk 3 (low),203 n wabash ave ,chicago,il,60601,2010-01-05,license re-inspection,pass,41.88582829,-87.62613826
67754,abe's in & out,abe's in & out,1948539,grocery store,risk 2 (medium),3661 w ogden ave ,chicago,il,60623,2010-01-05,complaint,pass,41.85357266,-87.71725429
67756,lagniappe-a creole cajun joynt,lagniappe-a creole cajun joynt,1986108,riverwalk cafe,risk 2 (medium),55 w riverwalk south ,chicago,il,60601,2010-01-05,license re-inspection,fail,41.886952,-87.62987459
67757,dunkin donuts/baskin-robbins,dunkin donuts/baskin-robbins,1380279,restaurant,risk 2 (medium),100 w randolph st ,chicago,il,60601,2010-01-04,tag removal,pass,41.88458627,-87.63101045
67758,su taqueria el gallo bravo #4,su taqueria el gallo bravo #4,1766968,restaurant,risk 1 (high),5650 w grand ave ,chicago,il,60639,2010-01-05,complaint,fail,41.91922446,-87.7677343
67759,finley mahony's,finley mahony's,1801271,restaurant,risk 1 (high),3701 n broadway ,chicago,il,60613,2010-01-05,canvass,pass w/ conditions,41.94924955,-87.6482598
67760,mc intosh's,mc intosh's,1648623,empty,risk 1 (high),748 w 61st st ,chicago,il,60621,2010-01-05,out of business,fail,41.78350298,-87.64438638
67761,garfield shell,garfield shell,55267,grocery store,risk 2 (medium),801 w 55th blvd ,chicago,il,60621,2010-01-06,complaint re-inspection,pass,41.79383347,-87.64520727
67762,dannys tacos #2,dannys tacos #2,1998643,restaurant,risk 1 (high),9220 s cottage grove st bldg ,chicago,il,60619,2010-01-06,license re-inspection,fail,41.72685342,-87.60473617
67763,san miguel bakery inc.,san miguel bakery inc.,1381258,bakery,risk 2 (medium),1607 w montrose ave ,chicago,il,60613,2010-01-06,canvass,fail,41.96147702,-87.66957103
67764,dona torta,dona torta,1354422,restaurant,risk 1 (high),3057 n ashland ave ,chicago,il,60657,2010-01-06,canvass,pass w/ conditions,41.93775888,-87.66844527
67765,zavala's grocery store inc,zavala's grocery store inc,1044988,grocery store,risk 1 (high),2657 s kolin ave ,chicago,il,60623,2010-01-06,canvass,pass,41.84242346,-87.73287257
67767,armitage produce inc,armitage produce inc,1771323,grocery store,risk 1 (high),2007 n kimball ave ,chicago,il,60647,2010-01-06,complaint re-inspection,pass,41.91756242,-87.71175511
67768,mcdonald's #490,mcdonald's #490,81721,restaurant,risk 2 (medium),10320 s kedzie ave ,chicago,il,60655,2010-01-06,short form complaint,fail,41.7055203,-87.70145804
67769,mcdonalds #5471,mcdonalds #5471,54687,restaurant,risk 2 (medium),4338 w north ave ,chicago,il,60639,2010-01-06,complaint,pass,41.90988087,-87.7351582
67770,we 8 incorporated,citgo,1598242,grocery store,risk 3 (low),210 w 103rd st ,chicago,il,60628,2010-01-06,short form complaint,pass,41.70720612,-87.628815
67771,philly's best,philly's best,1520673,restaurant,risk 1 (high),907 w belmont ave ,chicago,il,60657,2010-01-06,canvass,fail,41.93983429,-87.65188242
67772,dubois,dubois,26601,school,risk 1 (high),330 e 133rd  (13300s) st ,chicago,il,60827,2010-01-06,canvass,pass,41.65376037,-87.61434156
67773,los sauces taqueria,los sauces taqueria,1914003,restaurant,risk 1 (high),2700 s trumbull ave ,chicago,il,60623,2010-01-06,complaint,pass w/ conditions,41.84251235,-87.71122481
67774,church's chicken # 1414,church's chicken # 1414,1273251,restaurant,risk 2 (medium),4812 w north ave ,chicago,il,60639,2010-01-06,complaint,pass,41.90972882,-87.74663995
67775,bamboo garden restaurant,bamboo garden,1741769,restaurant,risk 1 (high),3203 n clark st ,chicago,il,60657,2010-01-06,canvass,pass,41.94015623,-87.65067301
67776,wendy's,wendy's,1145749,restaurant,risk 2 (medium),7 e 111th st ,chicago,il,60628,2010-01-06,short form complaint,pass,41.69247632,-87.62284192
67777,uncommon ground,uncommon ground,1491426,restaurant,risk 1 (high),3800 n clark st ,chicago,il,60613,2010-01-06,complaint,fail,41.95106405,-87.65979513
67778,los arcos pizzeria,los arcos pizzeria,2004575,restaurant,risk 1 (high),6102 w diversey ave ,chicago,il,60639,2010-01-06,license re-inspection,pass,41.93121277,-87.77853674
67780,domino's pizza,domino's pizza,36834,restaurant,risk 2 (medium),4039 w 26th st ,chicago,il,60623,2010-01-06,canvass,pass,41.84412236,-87.72602914
67781,potbelly sandwich works,potbelly sandwich works,1841496,restaurant,risk 1 (high),924 w belmont ave ,chicago,il,60657,2010-01-06,canvass,pass,41.94004451,-87.65253926
67782,subway,subway,1841435,restaurant,risk 1 (high),11629 s halsted st ,chicago,il,60628,2010-01-06,complaint,pass,41.68300249,-87.64193645
67783,steve's lounge,steve's lounge,833,restaurant,risk 1 (high),13200 s baltimore ave ,chicago,il,60633,2010-01-06,complaint,pass,41.65541665,-87.54729079
67784,"surf & turf where seafood & steak meet, inc.","surf & turf where seafood & steak meet, inc.",1869406,restaurant,risk 1 (high),13205 s muskegon ave ,chicago,il,60633,2010-01-06,out of business,fail,41.65535108,-87.55428021
67785,marathon,marathon,2009293,restaurant,risk 2 (medium),2800 w 63rd st ,chicago,il,60629,2010-01-07,license re-inspection,pass,41.77922453,-87.69345644
67786,gas on california,gas on california,1621557,empty,risk 3 (low),2800 w 63rd st ,chicago,il,60629,2010-01-07,out of business,fail,41.77922453,-87.69345644
67787,subway store  # 25458,subway,1492724,restaurant,risk 1 (high),1818 w montrose ave ,chicago,il,60613,2010-01-07,canvass,pass w/ conditions,41.96161297,-87.67536187
67788,carson (old),carson (old),22601,school,risk 1 (high),5516 s maplewood (2532w) ave ,chicago,il,60629,2010-01-07,canvass,pass,empty,empty
67789,mcdonald's #6491,mcdonald's,2009449,restaurant,risk 2 (medium),36 w randolph st ,chicago,il,60601,2010-01-07,license,fail,41.88459085,-87.62923601
